id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
103760,Central Centre 5 min walk to/from Central MTR,304876,,,Central & Western,22.28418,114.15431,Entire home/apt,1319,12,316,2024-02-13,1.85,1,364,0,
248140,Bright Studio - Soho - Central HK,1300549,Darren,,Central & Western,22.28228,114.14923,Entire home/apt,800,5,226,2025-05-31,1.36,1,24,21,
263081,"3 睡房, 2500 平方呎 有工人 Family Friendly! 在中環半山 有車",1370155,Chuster,,Central & Western,22.27723,114.15083,Private room,21084,10,0,,,1,362,0,
306515,"HongKong,Central Bright Double Room",1576511,Frederic,,Central & Western,22.28376,114.15313,Entire home/apt,1127,30,19,2015-08-14,0.12,1,364,0,
378047,LUXURY HONG KONG COUNTRY COW SHED,1805628,Elissa Claire,,Islands,22.26674,113.99269,Entire home/apt,587,2,81,2017-03-07,0.52,1,98,0,
494271,Private room in a beachside cottage for ladies,1209984,Daisy,,Islands,22.27184274100326,114.00395029676517,Private room,320,2,0,,,1,41,0,
505456,GREEN NEST IN  SHEUNG WAN HEART,1189239,Audrey,,Central & Western,22.28543,114.1489,Entire home/apt,1053,1,311,2025-06-01,1.96,1,323,22,
562659,"Spacious studio, 1min from Sogo(A)",2767759,Alfred,,Wan Chai,22.28113,114.18416,Entire home/apt,648,30,8,2025-04-25,0.10,10,244,4,
562775,Mixed Dorm Bed#2@269 Hennessy Road,2767794,Check Inn HK,,Wan Chai,22.27825,114.17699,Shared room,186,1,209,2025-02-21,1.77,23,365,1,
562822,Studio w/ private kit. & bath. (B),2767759,Alfred,,Wan Chai,22.27917,114.18577,Entire home/apt,500,90,11,2013-03-02,0.07,10,168,0,
562840,Mixed Dorm Bed#B@269 Hennessy Road,2767794,Check Inn HK,,Wan Chai,22.2782412,114.1769881,Shared room,186,1,29,2023-03-02,0.18,23,365,0,
578652,Modern family-friendly suite in fishing village,2846701,Veronica,,Islands,22.25382,113.86251,Hotel room,2058,1,15,2024-02-17,0.12,3,64,0,
603049,Deluxe Room@Espace Elastique-Tai O,2846701,Veronica,,Islands,22.25552,113.86369,Hotel room,1300,1,46,2023-07-02,0.34,3,98,0,
603050,Standard Rm@Espace Elastique-Tai O,2846701,Veronica,,Islands,22.25575,113.86351,Hotel room,900,1,30,2024-11-11,0.21,3,95,1,
603232,Discovery Bay -  Well  located 2 Bedroom apartment,2986287,Tish,,Islands,22.29313,114.01591,Entire home/apt,,4,39,2024-01-08,0.28,1,0,0,
645404,Creative Residence in Kowloon . WM (Monthly),634820,Wontonmeen,,Yau Tsim Mong,22.32532,114.16433,Shared room,100,30,220,2025-03-29,1.42,6,253,22,
646645,Creative Residence. Private Room (Monthly),634820,Wontonmeen,,Yau Tsim Mong,22.32532,114.16433,Private room,184,30,39,2024-06-05,0.25,6,241,0,
728122,Twin bed room for budget travellers,3784841,Albert,,Yau Tsim Mong,22.31807,114.17081,Private room,215,28,15,2025-03-05,0.10,6,213,3,
741936,Family Room For 3 to 4,3784841,Albert,,Yau Tsim Mong,22.31805,114.17074,Private room,238,28,4,2015-01-05,0.03,6,326,0,
741955,Double bed room for 2 travellers,3784841,Albert,,Yau Tsim Mong,22.31828,114.17047,Private room,179,28,21,2022-04-29,0.14,6,51,0,
742040,Private room for single traveller,3784841,Albert,,Yau Tsim Mong,22.31792,114.17042,Private room,170,28,45,2022-03-31,0.30,6,52,0,
764696,Single bed room with green view,4031260,,,North,22.50294,114.13365,Private room,380,30,40,2024-12-20,0.26,1,82,2,
767022,Hong Kong - Great views/Location!,1853636,Ella,,Southern,22.23025,114.21702,Entire home/apt,,90,5,2017-04-16,0.03,1,0,0,
788273,Come to live in Cheung Chau Island,4128982,Françoise,,Islands,22.21287,114.03027,Entire home/apt,1494,3,7,2023-05-02,0.05,2,233,0,
792974,STUDIO with ROOF in HEART of SOHO,2172438,Joy,,Central & Western,22.28044425470254,114.15063551221294,Entire home/apt,1031,14,52,2025-04-05,0.35,1,356,5,
816463,Colonial Style Designer Apartment,1443229,Shan,,Central & Western,22.28198,114.13258,Entire home/apt,825,2,18,2025-05-04,0.12,3,214,6,
825791,FANTASTIC LOCATION NEAR HK FAMOUS PIER VIEW,3820308,David,,Yau Tsim Mong,22.30209,114.17608,Entire home/apt,492,28,108,2025-05-04,0.71,26,208,12,
849316,Causeway Bay Nr Times Sq: Full Apartment,4414395,Mike,,Wan Chai,22.27742,114.18156,Entire home/apt,458,1,117,2025-05-03,0.83,1,44,11,
860891,Two Bedroom Apartment W. MID-LEVELS  西區2房單位 *近 MTR,4509858,Akiei,,Central & Western,22.28483,114.14237,Entire home/apt,,90,1,2022-12-11,0.03,3,89,0,
860892,Two Bedrooms Apartmt @ W. Mid-Level  西區2房單位 *近 MTR,4509858,Akiei,,Central & Western,22.28294,114.14081,Entire home/apt,,90,1,2017-12-01,0.01,3,83,0,
861654,City Center Apartment Near 3 MTR,3820308,David,,Yau Tsim Mong,22.307896,114.166949,Entire home/apt,459,1,45,2025-06-04,0.30,26,358,7,
869969,Studio available in Prince Edward,4584648,Ivy,,Kowloon City,22.32514,114.17712,Private room,217,30,2,2015-06-22,0.01,351,363,0,
870046,10 mins to CITY U --------- by MTR,4584648,Ivy,,Yau Tsim Mong,22.31318,114.16845,Entire home/apt,180,30,1,2014-05-29,0.01,351,245,0,
894221,Best room for you near MTR,4584648,Ivy,,Yau Tsim Mong,22.31453,114.16863,Private room,180,30,0,,,351,364,0,
894224,Tsimshatsui Room in Flat Share,4584648,Ivy,,Yau Tsim Mong,22.31006,114.17138,Private room,140,31,0,,,351,363,0,
903169,Nice room available in Yau ma tei(y8b),4584648,Ivy,,Yau Tsim Mong,22.31188,114.17065,Private room,180,29,2,2018-09-30,0.01,351,364,0,
926138,Lovely home Mong Kok MTR Railway 3 beds,4971086,,,Yau Tsim Mong,22.32257,114.17058,Entire home/apt,952,3,484,2025-06-15,3.23,7,254,47,
944283,Private 2 Bedrooms flat in Heart of Central-SOHO,5100812,Nana,,Central & Western,22.28457,114.15375,Entire home/apt,848,4,110,2025-06-05,0.73,2,200,23,
956857,One bedroom - Heart of Soho/Central,5100812,Nana,,Central & Western,22.28324,114.15418,Private room,469,6,9,2025-03-08,0.06,2,31,4,
957513,"Hollywood Rd, Spacious and Sunny",5207666,James,,Central & Western,22.28526,114.14737,Entire home/apt,560,2,49,2025-05-04,0.33,1,357,7,
970030,2- rooms apartment for 7 travellers,3784841,Albert,,Yau Tsim Mong,22.31721,114.1685,Private room,852,28,1,2016-02-14,0.01,6,356,0,
992390,Bright quiet studio in Hong Kong Central district,5181284,Peter,,Central & Western,22.28272,114.15307,Entire home/apt,646,6,184,2025-05-07,1.23,2,58,14,
1016855,FURNISHED Sheung Wan FLATSHARE,4584648,Ivy,,Central & Western,22.28665,114.15054,Private room,180,30,2,2016-07-03,0.02,351,364,0,
1019390,A room in hip creative Sheung Wan,2014297,Cheryl,,Central & Western,22.28589,114.15149,Private room,600,1,66,2019-05-05,0.44,1,364,0,
1033352,Room in Wan Chai,4584648,Ivy,,Wan Chai,22.27904,114.18033,Private room,,30,1,2014-01-04,0.01,351,365,0,
1033353,Sai Ying Poon Room in flatshare,4584648,Ivy,,Wan Chai,22.27761,114.17335,Private room,,31,1,2015-08-03,0.01,351,365,0,
1036146,Seaview  Apt in Discovery Bay,2376514,Sun-Ok,,Islands,22.29549,114.02187,Entire home/apt,1858,30,0,,,3,365,0,
1046393,Wanchai - Room available,4584648,Ivy,,Wan Chai,22.27841,114.17121,Private room,,30,0,,,351,365,0,
1060831,Duplex Town house at Beach village with Terrace,2376514,Sun-Ok,,Islands,22.29288,114.01123,Entire home/apt,3791,30,4,2015-01-03,0.03,3,364,0,
1072782,Nice and Big room in Fortress Hill,4584648,Ivy,,Eastern,22.28905,114.19639,Private room,180,30,0,,,351,364,0,
1145659,CWB Room,4584648,Ivy,,Wan Chai,22.27655,114.18077,Private room,,29,0,,,351,364,0,
1149104,++Welcome for short term rent ++,4584648,Ivy,,Yau Tsim Mong,22.29925,114.17537,Private room,206,60,0,,,351,364,0,
1165573,Mid-level 1br/1ba by escalator,4258815,Faye,,Central & Western,22.28122,114.15135,Entire home/apt,,3,199,2025-05-15,1.36,1,79,27,
1171633,Near MTR Welcome for short/longterm,4584648,Ivy,,Central & Western,22.28528,114.15186,Private room,206,31,2,2015-08-16,0.02,351,364,0,
1182474,"Kowloon Mongkok 1812 Twin Room A, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31585,114.16888,Private room,334,2,126,2025-05-06,0.95,12,100,7,
1187498,Nice room in Sheung Wan,4584648,Ivy,,Central & Western,22.28564,114.14785,Private room,206,30,2,2013-09-14,0.01,351,364,0,
1187557,The cheaper room! Near with HKU!!!!,4584648,Ivy,,Central & Western,22.2845,114.12888,Private room,206,30,0,,,351,364,0,
1187738,Furnished Studio in western HK,4584648,Ivy,,Sham Shui Po,22.33247,114.16271,Private room,217,30,0,,,351,364,0,
1187739,Bright room Welcome for short term!,4584648,Ivy,,Sham Shui Po,22.3323,114.16243,Private room,180,30,0,,,351,364,0,
1187770,ROOFTOP room ( SUPER close to MTR),4584648,Ivy,,Yau Tsim Mong,22.31447,114.17082,Private room,160,29,0,,,351,364,0,
1226450,Flat share in Sheung Wan,4584648,Ivy,,Central & Western,22.28796,114.14945,Private room,180,31,1,2016-02-28,0.01,351,363,0,
1229848,Cool Stanley Surf Flat rftop May-Sept  Great spot!,6708889,Marcos,,Southern,22.21892,114.21369,Entire home/apt,600,7,34,2025-02-25,0.24,1,87,3,
1234994,Cozy studio Unit E Causeway Bay,2767759,Alfred,,Wan Chai,22.27886,114.18619,Entire home/apt,419,60,1,2025-01-30,0.21,10,20,1,
1312023,Flat share room in Yau Ma Tei,4584648,Ivy,,Yau Tsim Mong,22.31214,114.17227,Private room,620,30,0,,,351,364,0,
1623311,Spacious homey 1BR in Central SoHo Area,8632157,Sara,,Central & Western,22.28115,114.15348,Entire home/apt,,7,6,2015-12-28,0.04,1,0,0,
1642196,Taikoo Shing Luxury High-Floor Apt,1190017,Paul,,Eastern,22.28934,114.21915,Entire home/apt,5000,30,0,,,5,357,0,
1704664,Modern 2BR/2Bath Seaview apt with balcony/1min MTR,3741579,Ning,,Yau Tsim Mong,22.31343,114.1703319,Entire home/apt,1614,3,19,2025-05-26,1.37,1,297,17,
1774268,"Sun & moon, food and drink",9318245,,,Yuen Long,22.48134,114.05844,Private room,651,1,3,2025-05-01,0.10,2,363,1,
1887852,Stunning Studio in Causeway Bay (c25c),4584648,Ivy,,Central & Western,22.28115,114.15777,Private room,230,30,2,2018-12-20,0.01,351,364,0,
1907254,TWO bedroom apartment @ W.Mid-level 西區2房單位 *近 MTR,4509858,Akiei,,Central & Western,22.28323,114.14365,Entire home/apt,1162,90,0,,,3,358,0,
1910193,FLATSHARE in North Point,4584648,Ivy,,Eastern,22.28853,114.19887,Private room,180,30,1,2015-07-25,0.01,351,364,0,
1922220,Right smack 'n Central Hong Kong!!,5181284,Peter,,Central & Western,22.28335,114.15275,Entire home/apt,647,20,90,2023-09-19,0.64,2,90,0,
1944230,3 BR hidden gem over hideaway beach,10056448,Annie,,Islands,22.29376,114.02168,Entire home/apt,1850,7,63,2025-03-31,0.45,1,165,1,
1971970,Wan Chai  room ---- Available  !!!,4584648,Ivy,,Wan Chai,22.27695,114.17563,Private room,,30,1,2015-01-07,0.01,351,365,0,
2023516,WANCHAI  Room --  *************,4584648,Ivy,,Wan Chai,22.27705,114.17593,Private room,,30,0,,,351,365,0,
2039863,ZA Newly renovated Unit 5 – Explore like a local,6067974,Wilson,,Wan Chai,22.28608,114.1912,Entire home/apt,1200,28,54,2021-04-08,0.39,68,180,0,
2079554,Nice room in Shek Tong Tsui,4584648,Ivy,,Central & Western,22.28522,114.13643,Private room,180,30,1,2014-05-14,0.01,351,364,0,
2104151,City Centre Mong Kok  MTR Railway 3 beds,4971086,,,Yau Tsim Mong,22.32238,114.17041,Entire home/apt,903,3,443,2025-06-02,3.25,7,205,50,
2186111,香港油麻地｜3分鐘到地鐵雙人房+沙發連獨立衛浴清潔維修家具WiFi匙卡系統24CCTV非代理可長短租,10428889,The,,Yau Tsim Mong,22.31371,114.17006,Private room,,30,0,,,12,363,0,
2217839,Room in Fortress Hill - F4c,4584648,Ivy,,Eastern,22.28942,114.19454,Private room,160,30,1,2014-01-27,0.01,351,364,0,
2333604,Room Near MTR station HK Island,11920400,,,Eastern,22.29182,114.20248,Private room,900,5,0,,,1,358,0,
2342794,Town Centre Mong Kok Mtr railway 4 beds+2 bath rms,4971086,,,Yau Tsim Mong,22.3223,114.17032,Entire home/apt,1393,2,281,2025-06-17,2.63,7,152,58,
2413558,ROOM IN North Point,4584648,Ivy,,Eastern,22.28547,114.21686,Private room,180,30,0,,,351,364,0,
2472517,2 BR Apt w/ Abundant Daylight (28 days or above),12326516,Kk,,Yau Tsim Mong,22.31338,114.1677,Entire home/apt,650,2,401,2025-06-17,2.92,1,260,43,
2527002,Flat Share in Sham Shui Po,4584648,Ivy,,Wong Tai Sin,22.33856,114.21525,Private room,180,30,1,2015-11-05,0.01,351,365,0,
2551147,Very Nice Room ... WanChai,4584648,Ivy,,Wan Chai,22.27798,114.18068,Private room,,30,0,,,351,365,0,
2601487,Nice Causeway bay studio,4584648,Ivy,,Wan Chai,22.27822,114.18253,Private room,217,30,0,,,351,364,0,
2646158,Prince Edward nice room,4584648,Ivy,,Wan Chai,22.2781,114.18333,Private room,180,30,0,,,351,364,0,
2653430,flatshare Causeway Bay,4584648,Ivy,,Wan Chai,22.28102,114.18248,Private room,180,30,1,2015-06-29,0.01,351,364,0,
2653478,Nice presented room in causeway bay(c2d),4584648,Ivy,,Wan Chai,22.27675,114.18003,Private room,,30,0,,,351,364,0,
2757546,bedroom en-suite/roof top/spacious,14106467,,,Wan Chai,22.26772,114.1871,Private room,680,1,10,2025-02-04,0.08,1,293,1,
2764689,Two large window Tree view elevator  MTR .8分到地铁有電梯,9938700,Anna,,Central & Western,22.28508,114.15398,Private room,329,1,54,2025-05-14,0.60,7,348,1,
2881042,Tsim Sha Tsui MTR Double Rm with private washroom,14626463,Wendy,,Yau Tsim Mong,22.29767,114.17158,Private room,1210,1,15,2019-10-02,0.13,4,0,0,
2881064,Tsim Sha Tsui Nice and cozy small double ensuite,14626463,Wendy,,Yau Tsim Mong,22.29588,114.17171,Private room,968,1,40,2019-08-25,0.31,4,0,0,
2909327,CWB Clean & Modern Reno in HEART of HK *2B,14861546,Tane Residence,,Wan Chai,22.28008,114.18609,Entire home/apt,408,60,6,2016-06-26,0.04,124,363,0,
2939697,"Nice Flatshare, Sheung Wan",4584648,Ivy,,Central & Western,22.28579,114.14907,Private room,180,30,0,,,351,364,0,
2950954,1 bedroom flat in TST/ Jordan (Long term stay),15064784,Ferwick,,Yau Tsim Mong,22.30438,114.17074,Entire home/apt,,1,2,2016-01-03,0.02,1,0,0,
2970176,CWB Clean & Modern Reno in HEART of HK *2C,14861546,Tane Residence,,Wan Chai,22.27859,114.18473,Entire home/apt,359,30,44,2022-07-16,0.33,124,332,0,
2970536,CWB Clean & Modern Reno in HEART of HK *2A,14861546,Tane Residence,,Wan Chai,22.27993,114.18438,Entire home/apt,505,30,28,2016-04-24,0.21,124,363,0,
2989687,Room w/ROOFTOP in Yau Ma Tei,4584648,Ivy,,Yau Tsim Mong,22.31281,114.17039,Private room,180,30,0,,,351,365,0,
2989858,Small room available  near HKU,4584648,Ivy,,Central & Western,22.28469,114.15372,Private room,180,30,2,2016-08-21,0.02,351,363,0,
2989907,Super Convenient Room in Central,4584648,Ivy,,Central & Western,22.27839,114.15166,Private room,180,31,1,2018-01-06,0.01,351,364,0,
2990012,Nice flatshare in Midlevel central,4584648,Ivy,,Central & Western,22.28392,114.1487,Private room,180,30,0,,,351,364,0,
2998876,Double Room with Balcony,14626463,Wendy,,Yau Tsim Mong,22.29659,114.17192,Private room,672,1,0,,,4,361,0,
2998886,Twin room at Tsim Sha Tsui,14626463,Wendy,,Yau Tsim Mong,22.29609,114.17031,Private room,,1,0,,,4,134,0,
2999248,Share flat in Sheung Wan,4584648,Ivy,,Central & Western,22.28593,114.15242,Private room,180,30,0,,,351,365,0,
2999296,Room in Share flat in Sheung Wan,4584648,Ivy,,Central & Western,22.28662,114.14769,Private room,180,30,1,2014-09-15,0.01,351,364,0,
2999332,Nice Flatshare in Wan Chai,4584648,Ivy,,Wan Chai,22.27834,114.17328,Private room,,30,0,,,351,365,0,
2999376,Best Place to Stay in HK~Quarry bay Room (q1b),4584648,Ivy,,Eastern,22.28807,114.20923,Private room,174,30,0,,,351,364,0,
2999430,Room in Tin Hau,4584648,Ivy,,Wan Chai,22.28339,114.19076,Private room,180,30,1,2014-08-17,0.01,351,364,0,
3021624,Wanchai cozy 3BR+2Bath for 5 (Heart of HK),15397373,Carina,,Wan Chai,22.27891,114.17636,Entire home/apt,1011,3,254,2025-06-03,1.89,1,214,33,
3043288,琪寓清雅公寓旺角地铁口三房一厅可住至7人（共5床）,9157229,希柚,,Yau Tsim Mong,22.31794,114.17207,Entire home/apt,1370,2,20,2024-12-25,0.15,6,339,2,
3052764,Walk To HKU. Room in STT,4584648,Ivy,,Central & Western,22.28731,114.13867,Private room,180,30,0,,,351,363,0,
3071178,A perfect place in Soho,15630194,Seb,,Central & Western,22.28241,114.14988,Entire home/apt,700,4,5,2025-03-31,0.04,1,344,1,
3085792,INCREDIBLE Architect Design DUPLEX,15586744,Sven,,Sha Tin,22.38455,114.1877,Entire home/apt,1550,28,5,2018-02-28,0.04,16,51,0,
3152441,AMAZING Top Floor Seaview STAR Ensuite,15586744,Sven,,Sai Kung,22.29396,114.27094,Private room,905,28,8,2019-06-20,0.06,16,171,0,
3177173,Hennessy Cozy washer Wifi MTR #SA,16111024,Celine,,Wan Chai,22.27788,114.1763,Private room,400,28,37,2024-03-31,0.28,3,292,0,
3177277,Comfy Studio MTR Wifi Washer #SB,16111024,Celine,,Wan Chai,22.27783,114.17478,Private room,301,21,76,2025-02-03,0.58,3,202,3,
3177295,CityView MTR Wifi Washer #SC,16111024,Celine,,Wan Chai,22.27803,114.17808,Private room,500,21,45,2024-12-24,0.34,3,293,2,
3315931,SPECTACULAR Seaview COOL Room,15586744,Sven,,Sai Kung,22.29311,114.27338,Private room,450,28,37,2020-01-04,0.30,16,171,0,
3346038,AMAZING Top Floor Seaview SKY Room,15586744,Sven,,Sai Kung,22.29436,114.27223,Private room,700,28,22,2018-10-13,0.16,16,171,0,
3351296,AMAZING Top Floor Seaview CLOUD Room,15586744,Sven,,Sai Kung,22.29595,114.27076,Private room,700,28,2,2016-11-01,0.02,16,171,0,
3351826,AMAZING Top Floor 3 BEDROOM 2 BATH Unit,15586744,Sven,,Sai Kung,22.29449,114.27091,Entire home/apt,1459,28,41,2023-08-18,0.38,16,324,0,
3443586,Nice Studio available in Wan Chai,4584648,Ivy,,Wan Chai,22.2774,114.16943,Private room,,60,0,,,351,364,0,
3469627,Lovely cozy new renovated rm Shatin,6975429,Feronia,,Sha Tin,22.38055,114.18658,Private room,523,28,52,2019-12-01,0.39,1,364,0,
3525683,ZA 2 BR Tin Hau MTR Newly renovated!,6067974,Wilson,,Wan Chai,22.28394,114.19254,Entire home/apt,1200,29,66,2024-04-05,0.51,68,364,0,
3535812,"Kowloon Mongkok 1812 Quadruple Room A,near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31716,114.17058,Private room,465,2,58,2025-04-22,0.46,12,94,7,
3545636,"Kowloon Mongkok 1812 Twin Room B, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31782,114.16945,Private room,290,2,23,2023-12-30,0.18,12,100,0,
3587653,Mtr Sweet home in new territories,7842633,Chu,,Tuen Mun,22.4155,113.98068,Private room,480,28,0,,,4,82,0,
3596518,SPECTACULAR Seaview 3 BEDRM Unit,15586744,Sven,,Sai Kung,22.29287,114.2731,Entire home/apt,1250,28,25,2023-04-29,0.20,16,324,0,
3616954,Deluxe Studio - Causeway Bay,4584648,Ivy,,Wan Chai,22.27902,114.18248,Private room,250,31,1,2015-07-01,0.01,351,364,0,
3647187,North Point's hidden treasure!,15449365,Tammy,,Eastern,22.28922,114.19866,Entire home/apt,836,3,138,2025-05-26,1.04,1,48,11,
3712813,"Kowloon Mongkok 1812 Double Room A, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31664,114.16859,Private room,305,2,16,2024-12-26,0.12,12,95,3,
3783735,"Kowloon Mongkok 1812 Triple Room A, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31686,114.16892,Private room,393,2,98,2024-04-23,0.75,12,100,0,
3870691,"Kowloon Mongkok 1812 Twin Room C, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.3174,114.16884,Private room,305,2,94,2025-04-06,0.73,12,100,13,
3870727,"Kowloon Mongkok 1812 Triple Room B, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31574,114.17059,Private room,373,2,57,2024-11-25,0.43,12,100,1,
3884602,"Room in trendy Sai Ying Pun, Best for DigitalNomad",18392298,Tsz Ho,,Central & Western,22.28602,114.142,Private room,428,1,24,2024-12-15,0.18,3,142,7,
3890627,Beside MTR 5 double bed 2 Bar in MK,14634338,Rick,,Yau Tsim Mong,22.31302,114.17188,Entire home/apt,2272,1,169,2024-06-30,1.28,4,354,1,
3919508,Mountian view / Office / Cozy room,10221060,A&A,,Sai Kung,22.29417,114.27281,Private room,380,28,138,2025-04-07,1.06,4,336,5,
3920387,Cozy apartment,10221060,A&A,,Sai Kung,22.29356,114.27189,Shared room,561,28,128,2024-08-11,0.98,4,89,1,
3955852,Causeway Bay FURNISHED room,4584648,Ivy,,Wan Chai,22.27772,114.17856,Private room,,31,0,,,351,365,0,
3988151,Nice Flatshare in Mongkok,4584648,Ivy,,Yau Tsim Mong,22.32015,114.17031,Private room,180,30,0,,,351,365,0,
4008972,Room Available in North point,4584648,Ivy,,Eastern,22.29059,114.19828,Private room,180,31,0,,,351,364,0,
4016920,Room in Old Bailey St. Central,4584648,Ivy,,Central & Western,22.28235,114.15248,Private room,180,31,0,,,351,364,0,
4019615,Room available in sheung Wan,4584648,Ivy,,Central & Western,22.28806,114.14981,Private room,206,31,0,,,351,363,0,
4033527,Nice room - in Wanchai !!!,4584648,Ivy,,Wan Chai,22.27927,114.17396,Private room,,30,0,,,351,365,0,
4041673,Spacious room Central,4584648,Ivy,,Central & Western,22.2806,114.15657,Private room,180,31,0,,,351,364,0,
4053934,Quarry Bay Studio,4584648,Ivy,,Eastern,22.29025,114.21014,Private room,180,31,1,2015-04-13,0.01,351,364,0,
4078286,Brand New Designer Apartment,18228281,Lincoln,,Central & Western,22.28159,114.15009,Entire home/apt,,180,139,2020-01-06,1.06,1,0,0,
4081290,NICE Flat Room in mid level Central_ML1,4584648,Ivy,,Central & Western,22.28041,114.15046,Private room,180,31,1,2015-10-28,0.01,351,365,0,
4085823,Lovely cosy apartment in Wanchai,21192542,Ching Yee,,Wan Chai,22.27646,114.17873,Entire home/apt,800,1,11,2025-05-03,0.08,1,205,6,
4108656,Tin Hau Nice ROOM NEAR MTR  in Flat Share,4584648,Ivy,,Wan Chai,22.28491,114.19037,Private room,180,30,0,,,351,365,0,
4122473,studio in Kennedy Town,4584648,Ivy,,Central & Western,22.28475,114.13165,Entire home/apt,248,31,0,,,351,365,0,
4131018,Yau Ma Tei Flat share unit,4584648,Ivy,,Yau Tsim Mong,22.30961,114.17227,Private room,206,31,1,2015-01-31,0.01,351,363,0,
4138543,INCREDIBLE Architect Design Duplex SPACE Ensuite,15586744,Sven,,Sha Tin,22.38395,114.18673,Private room,400,28,41,2025-02-15,0.33,16,52,2,
4139784,INCREDIBLE Architect Design Duplex EARTH Ensuite,15586744,Sven,,Sha Tin,22.38396,114.18642,Private room,775,28,14,2023-03-31,0.11,16,365,0,
4142601,INCREDIBLE Architect Design Duplex AIR Room,15586744,Sven,,Sha Tin,22.38177,114.18784,Private room,481,28,39,2025-02-04,0.35,16,365,2,
4165842,Sheung Wan Nice Flatshare,4584648,Ivy,,Central & Western,22.28549,114.14765,Private room,206,29,0,,,351,363,0,
4174463,Furnished room in Causeway Bay,4584648,Ivy,,Wan Chai,22.2767,114.1821,Private room,180,30,1,2015-08-05,0.01,351,364,0,
4174529,Fortress Hill studio,4584648,Ivy,,Eastern,22.2901,114.19902,Private room,217,30,1,2015-07-23,0.01,351,365,0,
4174619,A sharing flat available in Wan Chai(mh3c),4584648,Ivy,,Wan Chai,22.27886,114.17302,Private room,,30,0,,,351,364,0,
4174689,"studio in Yau Ma Tei, Waterloo rd",4584648,Ivy,,Yau Tsim Mong,22.31305,114.1692,Private room,217,31,1,2015-06-14,0.01,351,364,0,
4193855,Central room is available,4584648,Ivy,,Central & Western,22.28051,114.15085,Private room,180,30,1,2016-04-30,0.01,351,333,0,
4196169,Newly renovated apt in MK for 6 ppl,3800609,Zoe,,Yau Tsim Mong,22.31898,114.16951,Entire home/apt,1055,1,185,2025-06-18,1.44,11,275,36,
4212561,Nice Room in Tin Hau (th1b),4584648,Ivy,,Wan Chai,22.28351,114.19067,Private room,160,30,0,,,351,364,0,
4218574,Wan Chai NICE Room -----,4584648,Ivy,,Central & Western,22.2826,114.15076,Private room,180,31,1,2015-01-05,0.01,351,364,0,
4228094,North Point Nicely Furnished Room,4584648,Ivy,,Eastern,22.28977,114.20155,Private room,180,31,0,,,351,364,0,
4237262,Nice room in Sai Ying Pun,4584648,Ivy,,Central & Western,22.28782,114.14744,Private room,206,30,0,,,351,364,0,
4246603,Student hostel for 1_La Pourpe,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.306791305541992,114.16658782958984,Private room,400,3,39,2024-08-23,0.30,13,26,4,
4406834,"Kowloon Mongkok 1812 Quadruple Room B,near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31747,114.16852,Private room,510,2,83,2025-05-06,0.65,12,89,11,
4412882,City view / TV / Desk / Cozy single room,10221060,A&A,,Sai Kung,22.294071782595744,114.27282570641628,Private room,392,28,92,2025-01-24,0.72,4,335,2,
4436837,170sqm Serviced suite room for short and long term,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.306791305541992,114.16658782958984,Private room,,3,307,2024-01-22,2.40,13,0,0,
4503527,SPECTACULAR Seaview WOW Ensuite,15586744,Sven,,Sai Kung,22.29588,114.26792,Private room,800,28,9,2018-04-10,0.07,16,364,0,
4517169,Awesome Apt at Central location,12857043,Mandy,,Eastern,22.29311,114.20241,Entire home/apt,2520,28,6,2022-10-31,0.07,1,363,0,
4550324,Cottage-style flat in Sai Kung,2395789,Rebekka,,Sai Kung,22.38723,114.26637,Entire home/apt,1700,1,278,2025-05-05,2.16,1,336,11,
4678644,Friendly | Authentically HK living (Monthly),634820,Wontonmeen,,Yau Tsim Mong,22.32532,114.16433,Shared room,100,30,173,2022-10-16,1.35,6,364,0,
4682786,803(双床房)尖沙嘴地铁站上盖，免费无线网络,24215902,Sam,,Yau Tsim Mong,22.29655,114.17339,Private room,,1,187,2024-08-20,1.46,7,365,3,
4691285,Wan Chai ROOM available !!!,4584648,Ivy,,Wan Chai,22.27673,114.17258,Private room,,30,0,,,351,365,0,
4691361,Kowloon | Authentically HK living (Monthly),634820,Wontonmeen,,Yau Tsim Mong,22.32532,114.16433,Shared room,100,30,72,2024-05-04,0.57,6,348,0,
4695498,Serviced suite room for 1 person_La Tatami,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.306791305541992,114.16658782958984,Private room,,30,472,2024-08-19,3.69,13,0,1,
