id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33327595,Compact yet Comfortable Studio on Queen's Road,138649185,Sidharth,,Central & Western,22.28596,114.14696,Entire home/apt,570,30,0,,,135,363,0,
33330238,Flat Share room in Prince Edward(Pe4c),67709885,Steven,,Yau Tsim Mong,22.32413,114.1686,Private room,160,31,0,,,281,363,0,
33351681,"Fuk Lo Tsun Road Private Room, New Reno *1B",14861546,Tane Residence,,Kowloon City,22.32747,114.18821,Private room,311,30,2,2022-07-22,0.04,124,252,0,
33381750,Tsim Sha Tsui STUDIO --for 2 --walk to Malls (T6e),7518056,Jovee,,Yau Tsim Mong,22.29953,114.17625,Entire home/apt,217,29,0,,,215,363,0,
33390164,BEST LOCATION* 3Room 2Bath * 2min CAUSEWAY BAY MTR,96179399,Tom,,Wan Chai,22.27872,114.18121,Entire home/apt,1256,3,96,2025-06-06,1.27,1,161,39,
33434321,"170 sq ft STUDIO ON SAI YING PUN, HONG KONG",156409670,Tushita,,Central & Western,22.28409,114.14366,Entire home/apt,501,26,0,,,87,363,0,
33435418,佐敦 小型单人房/尖沙咀维多利亚港/海港城/星光大道/天星码头/会展中心/理工大学,116364906,Kiki,,Yau Tsim Mong,22.30691,114.17232,Private room,,1,5,2024-03-15,0.07,14,294,0,
33436353,170 sq ft. STUDIO ON SAI YING PUN,138649185,Sidharth,,Central & Western,22.28626,114.14042,Entire home/apt,,27,0,,,135,364,0,
33436369,位於彌敦道上，樓下機場巴士，1分鐘直達油麻地地鐵站，去那裏都非常方便。,12419712,Tweety,,Yau Tsim Mong,22.31311,114.17151,Entire home/apt,3000,3,8,2019-08-11,0.11,1,364,0,
33437684,Tsim Sha Tsui Room - walkup near Mall (t6d),97240131,Jov,,Yau Tsim Mong,22.29968,114.17462,Private room,160,29,0,,,290,363,0,
33439056,Causeway Bay Room for 2 with lift ! shareflat(c20c,97240131,Jov,,Wan Chai,22.27915,114.17859,Private room,160,29,0,,,290,364,0,
33461862,"STROLL TO CWB MTR, LEE GARDEN STUDIO",138649185,Sidharth,,Wan Chai,22.27743,114.18511,Entire home/apt,700,28,0,,,135,363,0,
33502033,(WF11) 兩房大廳，鄰近科學館，2024全新裝修,240790745,Samson,,Yau Tsim Mong,22.30168,114.17487,Entire home/apt,858,28,54,2025-05-25,0.72,15,219,36,
33541915,"160 SQ FT STUDIO ON ELGIN STREET, SOHO, HK",138649185,Sidharth,,Central & Western,22.28119,114.152,Entire home/apt,530,28,0,,,135,363,0,
33542837,"160 SQ FT STUDIO ON ELGIN STREET, SOHO, HK",156409670,Tushita,,Central & Western,22.28098,114.15345,Entire home/apt,515,27,0,,,87,363,0,
33568137,佐敦高性價比青旅 一分鐘到達地鐵站 特色璧畫房間用品一應俱全-大床房,252943866,Sammy,,Yau Tsim Mong,22.30585,114.17004,Hotel room,345,3,25,2023-05-03,0.34,1,363,0,
33569304,"Room in Yaumatei, for 2 , 5/walkupapt.  (y8e)",7518056,Jovee,,Yau Tsim Mong,22.31408,114.17195,Private room,245,29,1,2022-10-31,0.03,215,364,0,
33569305,"WIDE 250 SQ FT STUDIO IN HAIPHONG RD, TST",138649185,Sidharth,,Yau Tsim Mong,22.29892,114.17217,Entire home/apt,700,27,0,,,135,364,0,
33570517,"250 SQ FT WIDE STUDIO IN HAIPHONG RD, TST.",156409670,Tushita,,Yau Tsim Mong,22.29849,114.17203,Entire home/apt,715,28,0,,,87,363,0,
33571944,"180sq.ft. STUDIO SPACE IN CWB, HONG KONG.",156409670,Tushita,,Wan Chai,22.25991,114.19083,Entire home/apt,659,28,0,,,87,363,0,
33592006,Cozy studio in the heart of Soho and Central,28970362,Héctor,,Central & Western,22.28518,114.15376,Entire home/apt,,4,22,2025-01-06,0.29,1,0,3,
33599500,"210 sq ft STUDIO WITH ELEVATOR, PEKING ROAD, TST",156409670,Tushita,,Kowloon City,22.31753,114.17914,Entire home/apt,746,27,0,,,87,363,0,
33601809,"210 sq ft STUDIO WITH ELEVATOR, PEKING ROAD",138649185,Sidharth,,Yau Tsim Mong,22.29706,114.17233,Entire home/apt,750,30,0,,,135,363,0,
33602670,250 SQ FT MASSIVE STUDIO (with Elevator) PEKING RD,156409670,Tushita,,Kowloon City,22.31787,114.18027,Entire home/apt,930,27,0,,,87,363,0,
33602986,250 SQ FT VAST STUDIO (with Elevator) PEKING RD,138649185,Sidharth,,Kowloon City,22.3176,114.18009,Entire home/apt,800,28,0,,,135,363,0,
33603606,"C4-1.2m（3,94 ft）Double bed Room with window",37289493,Ken,,Yau Tsim Mong,22.31689,114.16975,Private room,375,2,85,2025-06-11,1.18,28,213,27,
33603681,"140 sq.ft., STUDIO SPACE ON ELGIN STRT, HK",156409670,Tushita,,Wan Chai,22.25769,114.19173,Entire home/apt,475,28,0,,,87,363,0,
33625677,"North Point Mid-Levels, Hong Kong 豪宅区 北角半山云景道",130361664,Philip,,Eastern,22.28675,114.19804,Private room,369,28,6,2025-03-13,0.21,2,86,3,
33666696,3BR Colonial Villa near TST Avenue of Star,253747078,Carmon,,Yau Tsim Mong,22.30071,114.17425,Entire home/apt,718,28,176,2025-05-05,2.33,1,323,6,
33669941,"Best in the city! Cozy 3 BDRM, Mins to MTR station",253771064,Amanda,,Yau Tsim Mong,22.30625,114.16625,Entire home/apt,,2,49,2025-03-28,0.65,5,171,7,
33702846,"WITH NATURAL LIGHTS, PERCIVAL STREET STUDIO",138649185,Sidharth,,Wan Chai,22.28035,114.18153,Entire home/apt,734,28,0,,,135,363,0,
33707278,Causeway Bay SMALL Room - for 1 w/lift  (c20a),7518056,Jovee,,Wan Chai,22.25784,114.19044,Private room,160,29,1,2019-08-22,0.01,215,363,0,
33734331,Very Comfortable TinHau Room available  (TH1c),7518056,Jovee,,Wan Chai,22.25786,114.19039,Private room,160,29,0,,,215,363,0,
33734772,Causeway Bay Room for 1 person with lift ( c20b),7518056,Jovee,,Wan Chai,22.27889,114.18002,Private room,,29,0,,,215,364,0,
33736236,Central  room for 1 person   (ML3c),7518056,Jovee,,Central & Western,22.2808,114.15218,Private room,160,29,0,,,215,364,0,
33754166,Cozy Studio In the Heart of Central  *3A,14861546,Tane Residence,,Central & Western,22.28626,114.1533,Entire home/apt,594,15,2,2025-03-31,0.10,124,224,1,
33754629,Cozy Studio In the Heart of Central  *3B,14861546,Tane Residence,,Central & Western,22.28594,114.15544,Entire home/apt,641,15,1,2025-05-01,0.57,124,335,1,
33754635,Cozy One-Bedroom Unit In the Heart of Central *2A,14861546,Tane Residence,,Central & Western,22.28476,114.15338,Entire home/apt,738,30,1,2020-01-12,0.02,124,364,0,
33755086,Cozy One-Bedroom Unit In the Heart of Central *1B,14861546,Tane Residence,,Central & Western,22.28424,114.15373,Entire home/apt,700,20,2,2024-12-24,0.04,124,329,1,
33755154,Cozy Studio In the Heart of Central  *4A,14861546,Tane Residence,,Central & Western,22.28502,114.15554,Entire home/apt,627,15,6,2025-04-10,0.14,124,363,1,
33757258,Mong Kok Luxury Studio *2B,14861546,Tane Residence,,Yau Tsim Mong,22.31894,114.17124,Entire home/apt,475,15,1,2024-05-13,0.07,124,303,0,
33757278,Cozy Studio In the Heart of Central  *5B,14861546,Tane Residence,,Central & Western,22.28575,114.1535,Entire home/apt,690,14,0,,,124,365,0,
33759771,Sham shui Po room for 2 ppl with Lift (Sp4a),7518056,Jovee,,Kowloon City,22.31971,114.18042,Private room,180,29,0,,,215,364,0,
33761708,"240sq.ftStudio@TUNG Strt, SHEUNG WAN",156409670,Tushita,,Central & Western,22.28389,114.1483,Entire home/apt,517,28,0,,,87,363,0,
33762345,"CENTRIC PO HING FONG RD STUDIO, SHEUNG WAN",156409670,Tushita,,Central & Western,22.28312,114.14709,Entire home/apt,615,28,0,,,87,363,0,
33762675,"STUDIO ON 1st FLOOR, TUNG STREET, SHEUNG WAN.",138649185,Sidharth,,Central & Western,22.28439,114.14989,Entire home/apt,695,28,0,,,135,363,0,
33764947,"Tsim Sha Tsui Room For 2ppl, 2/walk up (T6C)",7518056,Jovee,,Yau Tsim Mong,22.30132,114.17604,Private room,170,29,0,,,215,363,0,
33765278,Wanchai Room for 1 person.with Lift  (MH2B),7518056,Jovee,,Wan Chai,22.27906,114.18054,Private room,,29,0,,,215,364,0,
33795514,North Point Room Available. 3/F Walk Up (N3c),7518056,Jovee,,Eastern,22.29006,114.19999,Private room,160,29,0,,,215,363,0,
33796432,ROOM for1 person ! Mongkok  this is with LIFT MK1e,7518056,Jovee,,Yau Tsim Mong,22.3204,114.17067,Private room,183,29,0,,,215,363,0,
33797640,"Room Yau Ma Tei for 2person, 5/walkup bldg (Y8D)",7518056,Jovee,,Yau Tsim Mong,22.31222,114.17172,Private room,160,29,0,,,215,363,0,
33813653,Room in Central for 2person !! 3/walk up !! (ML3H),7518056,Jovee,,Central & Western,22.28236,114.15257,Private room,160,29,0,,,215,364,0,
33815954,(WF1) 尖沙咀，鄰近香港科學館，7分鐘到達港鐵站，擁有3間獨立房間，適合家庭出遊，配備智能電視。,240790745,Samson,,Yau Tsim Mong,22.30074,114.17703,Entire home/apt,900,6,105,2025-06-02,1.41,15,303,37,
33818880,Wanchai Room for 2 person with Lift !!! (MH2d ),7518056,Jovee,,Wan Chai,22.27714,114.18023,Private room,,29,0,,,215,364,0,
33823278,Tsim sha Tsui room for 2ppl with LIFT( T5a),7518056,Jovee,,Yau Tsim Mong,22.29935,114.17525,Entire home/apt,170,29,0,,,215,363,0,
33886495,Causeway Bay  near Times Square !for 2 w/lift(c5c),7518056,Jovee,,Wan Chai,22.25761,114.19194,Private room,160,29,1,2024-08-27,0.10,215,363,1,
33923167,COMPACT STUDIO AT BONHAM STREET,138649185,Sidharth,,Wan Chai,22.25792,114.19216,Entire home/apt,400,28,0,,,135,363,0,
33923889,TINY STUDIO ON BONHAM STREET.,156409670,Tushita,,Wan Chai,22.25902,114.19207,Entire home/apt,380,30,0,,,87,363,0,
33973399,Room  in Sai Ying Pun shared  apartment  (S4e),97240131,Jov,,Central & Western,22.28448,114.14294,Private room,200,29,0,,,290,363,0,
34006673,(KW7) 佐敦，著名街道廟街旁，距港鐵2分鐘，兩房大廳，獨立廚廁,240790745,Samson,,Yau Tsim Mong,22.3059,114.1689,Entire home/apt,850,28,130,2025-05-27,1.74,15,187,49,
34096995,Cozy private room in Sai Ying Pun/Sheung Wan,23134064,Dustin,,Central & Western,22.28702,114.14638,Private room,210,28,0,,,26,324,0,
34098981,"2房一廳,優雅裝飾,可住4-5人,位於旺角市區,7分鐘旺角地鐵站,三分鐘到朗豪坊",187838016,Youga,,Yau Tsim Mong,22.31885,114.16755,Entire home/apt,1400,30,20,2019-10-17,0.27,2,180,0,
34102313,"Stylish and bright, well equipped 2 bedroom",29199934,Sarita,,Wan Chai,22.27477,114.17549,Entire home/apt,2722,20,0,,,1,83,0,
34108576,Fortress Hill Nice Room In Share flat(F3c),7518056,Jovee,,Eastern,22.29057,114.19352,Private room,158,29,0,,,215,364,0,
34109755,10秒到地鐵站! 性價比高雙人間 Next to MTR! Comfy & clean room,257550721,Mina,,Yau Tsim Mong,22.32481,114.16851,Private room,202,1,25,2025-06-05,0.34,5,250,19,
34139969,Central Room ..... near Central Escalator  (ML13C),7518056,Jovee,,Central & Western,22.28378,114.15422,Private room,160,29,0,,,215,363,0,
34154554,3-bedroom apt near Ho Man Tin MTR,56570136,The Grand Blossom,,Kowloon City,22.30652,114.18342,Entire home/apt,,1,10,2024-12-29,0.15,69,0,5,
34166290,Convenient North Point Studio Room near MTR (N9bs),7518056,Jovee,,Eastern,22.29308,114.20321,Private room,220,29,0,,,215,364,0,
34167041,Available  Wanchai Room (W10d) Can move in Anytime,7518056,Jovee,,Wan Chai,22.27848,114.17934,Private room,,29,0,,,215,365,0,
34167633,Convenient Room in Prince Edward(PE4c),7518056,Jovee,,Sham Shui Po,22.32806,114.1654,Private room,160,39,0,,,215,365,0,
34173297,HKUST  Sai kung room with bathroom /Long Term Only,94933332,Queenie CNT,,Sai Kung,22.35217,114.24778,Private room,401,30,0,,,6,324,0,
34183184,舒適大床房,10625315,H.Z,,Kowloon City,22.31802,114.17865,Private room,,1,1,2024-05-04,0.07,7,0,0,
34218768,"300 SQ FT WIDE STUDIO IN HAIPHONG RD, TST",156409670,Tushita,,Yau Tsim Mong,22.29713,114.17068,Entire home/apt,755,26,0,,,87,363,0,
34322947,109-doublebed room（120cm*200cm）without window,37289493,Ken,,Yau Tsim Mong,22.317,114.16959,Private room,,1,4,2024-03-28,0.05,28,0,0,
34325536,"1 BR, PATERSON STREET, BUNK BEDS, CAUSEWAY BAY",138649185,Sidharth,,Wan Chai,22.25992,114.19029,Entire home/apt,685,25,0,,,135,363,0,
34350330,Tsim Sha Tsui Room Available with LIFT (T5c),7518056,Jovee,,Kowloon City,22.31781,114.18046,Entire home/apt,160,29,0,,,215,363,0,
34374955,海边高端会所公寓 两层超低密度 近海岛渡轮  商超地铁,254199847,Chen,,Tai Po,22.43173,114.20431,Entire home/apt,1198,28,75,2025-03-01,1.01,1,274,2,
34398550,Last Min & Long stay %! Cozy & Modern flat @KTown,259678385,Irene,,Central & Western,22.27948,114.1306,Entire home/apt,670,3,23,2025-05-16,0.32,1,128,8,
34400183,Room in share flat in Fortress Hill (F4g),97240131,Jov,,Eastern,22.2917,114.19632,Entire home/apt,160,29,0,,,290,365,0,
34401833,Yau Ma Tei Studio Available  1/walkup (Y10A),7518056,Jovee,,Kowloon City,22.31966,114.17865,Private room,217,29,0,,,215,364,0,
34410235,Room For 2  Available  Tsim Sha Tsui  (T5b),7518056,Jovee,,Kowloon City,22.31759,114.18048,Private room,194,30,0,,,215,363,0,
34424841,Fortress Hill Ensuite (F4b),7518056,Jovee,,Wan Chai,22.25899,114.18998,Private room,217,29,0,,,215,363,0,
34425048,Room For 2ppl Available  Tsim Sha Tsui  (T5d),7518056,Jovee,,Kowloon City,22.31822,114.17874,Entire home/apt,180,29,0,,,215,363,0,
34431253,西堤_海景樓三房一廳1,46439433,Kennis,,Islands,22.20609,114.02557,Entire home/apt,,1,9,2024-08-12,0.12,6,0,2,
34451688,Sai Ying Poon Room  (S3e),97240131,Jov,,Central & Western,22.28708,114.14441,Private room,160,29,0,,,290,364,0,
34456413,B6 Night market 2bed ensuite MTR 5min self-checkin,6110860,May,,Yau Tsim Mong,22.30826,114.17012,Private room,305,1,12,2025-05-19,0.16,10,150,10,
34463102,Cozy Apt Downtown Sleeps 5ppl RmA MTR downstairs!,21591327,Marcey,,Yau Tsim Mong,22.30419,114.17089,Entire home/apt,227,1,28,2025-05-14,0.39,19,319,18,
34467981,Tsim Sha Tsui Room Available  (T5E),7518056,Jovee,,Kowloon City,22.31833,114.18077,Entire home/apt,160,35,1,2021-06-22,0.02,215,363,0,
34484444,Fortress Hill  room Available  ( F4g ),7518056,Jovee,,Wan Chai,22.25977,114.18994,Private room,160,29,0,,,215,364,0,
34486467,Affordable Wanchai Room Available (W10e),7518056,Jovee,,Wan Chai,22.25938,114.19197,Private room,180,31,2,2024-02-29,0.11,215,364,0,
34491547,Hung Hom Room Available  ( H1E ),7518056,Jovee,,Wan Chai,22.25927,114.19028,Private room,160,29,0,,,215,363,0,
34491784,north point  studio room available  (n9bs),7518056,Jovee,,Wan Chai,22.25913,114.19192,Private room,217,29,0,,,215,363,0,
34495140,"CUTE STUDIO ON BONHAM STREET, HK.",156409670,Tushita,,Wan Chai,22.25767,114.19155,Entire home/apt,360,27,0,,,87,363,0,
34517957,Causeway Bay Room (C1C),97240131,Jov,,Wan Chai,22.27633,114.18203,Private room,160,29,0,,,290,363,0,
34521774,"RENOVATED STUDIO, MERCER STREET , HK",156409670,Tushita,,Wan Chai,22.25805,114.19167,Entire home/apt,475,26,0,,,87,363,0,
34522304,"RENOVATED STUDIO, MERCER STREET, HK",138649185,Sidharth,,Wan Chai,22.25973,114.18988,Entire home/apt,455,28,0,,,135,363,0,
34523000,240 sq ft STUDIO FILLED WITH SUNSHINE- HAIPHONG RD,138649185,Sidharth,,Yau Tsim Mong,22.29681,114.17029,Entire home/apt,755,28,0,,,135,363,0,
34561037,Flat Share Room in TST,7518056,Jovee,,Kowloon City,22.31947,114.17869,Private room,140,29,0,,,215,363,0,
34576432,Standard 4 Bed Mixed Dorm Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,197,1,10,2023-09-25,0.14,7,193,0,
34583748,"PALATIAL STUDIO, HOI KUNG COURT, CAUSEWAY BAY.",156409670,Tushita,,Wan Chai,22.25845,114.19219,Entire home/apt,630,26,0,,,87,364,0,
34586987,Central Room Available  ( ML8c),7518056,Jovee,,Wan Chai,22.25969,114.18997,Private room,160,29,0,,,215,363,0,
34589155,Convenient and Comfort Fortress Hill Room (F1B),7518056,Jovee,,Eastern,22.28886,114.19491,Private room,160,29,0,,,215,364,0,
34590068,Cheap and Convenient Prince Edward Room (PE4A),7518056,Jovee,,Sham Shui Po,22.3297,114.16702,Private room,160,29,0,,,215,363,0,
34591039,2 mins to Mong Kok MTR Station ! Cozy Double bed,24275081,Ah Shan Hostel,,Yau Tsim Mong,22.31878,114.17102,Hotel room,285,1,9,2025-05-31,0.38,4,345,5,
34593058,3People Room (Private Bathroom) 3人套房 (獨立浴厠),30098437,Dragon Hostel,,Yau Tsim Mong,22.32052,114.16999,Private room,450,1,1,2024-12-01,0.15,18,315,1,
34608844,Standard 4 Bed Female Dorm Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,165,1,2,2024-01-10,0.11,7,190,0,
34610043,Standard Bunk Private Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,368,1,0,,,7,194,0,
34610411,Standard Twin Private Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,400,1,0,,,7,192,0,
34616492,North Point Studio Room near MTR station - N9bs,7518056,Jovee,,Wan Chai,22.25922,114.19024,Private room,217,29,0,,,215,363,0,
34629768,Room Sai Ying Pun  for 1 person  with LIFT  ( s4d),7518056,Jovee,,Wan Chai,22.25844,114.19213,Private room,183,29,0,,,215,363,0,
34639683,"Whole Apartment, Huge Rooftop - Ferry Pier 2min",62361131,Rachel,,Islands,22.2087,114.02966,Entire home/apt,,2,409,2025-04-19,5.53,2,0,65,
34656374,Deluxe Double Room,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,538,1,8,2025-01-18,0.24,7,181,1,
34657101,Standard Single Private Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,362,1,5,2024-05-15,0.08,7,194,0,
34657184,Standard Double Bed Private Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Private room,373,1,7,2022-07-26,0.09,7,194,0,
34687419,Fortress Hill Room Available (F4F),7518056,Jovee,,Wan Chai,22.2591,114.19012,Private room,160,29,0,,,215,364,0,
34702110,Close to HKU Room in Sai Ying Pun - (S4a),7518056,Jovee,,Central & Western,22.28638,114.14137,Private room,145,29,0,,,215,363,0,
34702965,Comfort and Excellent Sheung Wan Room (SW10B),7518056,Jovee,,Central & Western,22.28645,114.14959,Private room,160,29,0,,,215,365,0,
34703325,Convenient and good Tsim Sha Tsui Studio (T7B),7518056,Jovee,,Yau Tsim Mong,22.30148,114.17525,Private room,176,29,0,,,215,364,0,
34703647,cheap sale room hongkong island kowloon side,7518056,Jovee,,Wan Chai,22.25747,114.18494,Private room,172,29,0,,,215,364,0,
34726274,Fortress Hill Available Room  (F4a),7518056,Jovee,,Wan Chai,22.25972,114.19185,Private room,160,29,0,,,215,363,0,
34736077,Sai Ying Pun Room  Available (S4d),7518056,Jovee,,Central & Western,22.28608,114.14243,Private room,205,29,0,,,215,364,0,
34736388,Convenient Wanchai Room (MH3D),7518056,Jovee,,Wan Chai,22.27646,114.17875,Private room,185,29,0,,,215,364,0,
34736751,Excellent and Marvelous Kennedy Town Ensuite (K1A),7518056,Jovee,,Central & Western,22.28393,114.13246,Private room,180,29,1,2019-06-27,0.01,215,364,0,
34737299,Very cheap and comfort studio in Yau Ma Tei (Y9A),7518056,Jovee,,Yau Tsim Mong,22.31416,114.16864,Private room,217,29,0,,,215,364,0,
34791318,(LM3) 油麻地，緊貼港鐵站出口，鄰近旺角購物區，2房大廳，適合4-8人,240790745,Samson,,Yau Tsim Mong,22.31307,114.16956,Entire home/apt,850,28,86,2025-05-01,1.17,15,193,30,
34793936,Room in Yau Ma Tei  (Y8C) with 1000 sq.ft Rooftop,7518056,Jovee,,Kowloon City,22.31765,114.18029,Private room,140,29,0,,,215,363,0,
34794266,Convenient Yau Ma Tei Room  (Y13B),7518056,Jovee,,Kowloon City,22.31799,114.18058,Private room,160,29,0,,,215,364,0,
34801861,Studio At North Point  Very Convenient (N7ds),7518056,Jovee,,Eastern,22.2919,114.20116,Private room,220,29,0,,,215,364,0,
34828402,Room Available at Yau Ma Tei   (Y8b),7518056,Jovee,,Kowloon City,22.31787,114.17892,Private room,170,29,1,2021-12-31,0.02,215,365,0,
34833922,"最地道的香港住宿體驗 - 【CO:Room#1】
深水埗女生共享居住空間",260288670,Co-Living,,Sham Shui Po,22.32796,114.16291,Private room,213,7,8,2025-05-05,0.11,4,89,2,
34853372,causeway bay affordable room  4/walk up  (C2C),7518056,Jovee,,Wan Chai,22.25808,114.19204,Private room,160,29,0,,,215,363,0,
34874232,Sales Sales North Point Studio (N9b),97240131,Jov,,Eastern,22.29125,114.20267,Private room,217,29,0,,,290,363,0,
34874686,Yau Ma Tei Room  Available ( Y8F ),7518056,Jovee,,Kowloon City,22.31927,114.18046,Private room,160,29,0,,,215,363,0,
34875736,"Studio on Po Hing Fong, Tai Ping Shan",138649185,Sidharth,,Central & Western,22.28405,114.14884,Entire home/apt,375,27,0,,,135,363,0,
34878157,Suite room_La Male,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.30679,114.16659,Private room,,3,7,2024-08-25,0.10,13,0,2,
34885061,Sai Ying Pun  Room  near HKU   ( S4e),7518056,Jovee,,Wan Chai,22.25776,114.19008,Private room,220,29,0,,,215,363,0,
34887713,Convenient Room in Causeway Bay (C11A),7518056,Jovee,,Wan Chai,22.27823,114.18382,Private room,160,29,0,,,215,364,0,
34888576,Comfortable Causeway Bay Room (C11B),7518056,Jovee,,Wan Chai,22.27939,114.18312,Private room,180,29,0,,,215,365,0,
34912428,Luxe Homey 2BDR apt 3mins from TST-MTR station,263126426,Emma,,Yau Tsim Mong,22.29561,114.17376,Entire home/apt,10768,22,3,2019-08-21,0.04,1,364,0,
34912662,North Point Room Available (N3d),97240131,Jov,,Eastern,22.29036,114.20033,Private room,160,29,0,,,290,363,0,
34916939,North Point Room for 2 - walk up 1st floor (N5b),7518056,Jovee,,Wan Chai,22.25963,114.1902,Private room,172,29,0,,,215,365,0,
34926032,Big Sham Shui Po Room for only one person (SP4D),7518056,Jovee,,Sham Shui Po,22.32702,114.16221,Private room,176,29,0,,,215,364,0,
34928422,Prince Edward room Available  ( Pe4b),7518056,Jovee,,Kowloon City,22.31934,114.17907,Private room,160,29,0,,,215,363,0,
34954014,Room in Causeway Bay near Times Square - C11c,7518056,Jovee,,Wan Chai,22.25925,114.19009,Private room,160,29,0,,,215,363,0,
34960149,Wan Chai Room available  at(Sun Tao Building) MH3b,7518056,Jovee,,Wan Chai,22.25774,114.19144,Private room,160,29,0,,,215,355,0,
34960628,Wanchai Room Available (W9C),7518056,Jovee,,Wan Chai,22.25789,114.19078,Private room,160,29,0,,,215,364,0,
34964751,Convenient Wanchai Room Available  ( MH3c ),7518056,Jovee,,Wan Chai,22.25758,114.19206,Private room,194,29,0,,,215,363,0,
34980466,Room available in causeway bay(c2b),4584648,Ivy,,Wan Chai,22.27623,114.18034,Private room,,29,0,,,351,365,0,
34983201,North Point Room in flat sharing,7518056,Jovee,,Wan Chai,22.25787,114.1905,Private room,160,29,0,,,215,365,0,
34987460,Convenient Kennedy Town Room Available ( K1d),7518056,Jovee,,Wan Chai,22.25777,114.19167,Private room,160,29,0,,,215,363,0,
34989665,"W/D PRIVATE TERRACE, STUDIO @ TAI PING SHAN St.",156409670,Tushita,,Central & Western,22.2836,114.14774,Entire home/apt,770,28,0,,,87,363,0,
34990557,SPACIOUS STUDIO AT TUNG STREET,156409670,Tushita,,Central & Western,22.28433,114.14782,Entire home/apt,665,26,0,,,87,363,0,
34990944,"最地道的香港住宿體驗 - 【CO:Room#4】
深水埗女生共享居住空間",260288670,Co-Living,,Yau Tsim Mong,22.32593,114.16103,Private room,212,14,2,2025-04-18,0.77,4,89,2,
34991086,"EXQUISITE STUDIO in TST, HONG KONG",156409670,Tushita,,Yau Tsim Mong,22.29767,114.17221,Entire home/apt,867,28,0,,,87,364,0,
34991597,"最地道的香港住宿體驗 - 【CO:Room#3】
深水埗女生共享居住空間",260288670,Co-Living,,Sham Shui Po,22.32836,114.16081,Private room,212,7,0,,,4,89,0,
34991747,Convenient Room Available in Wanchai ( W9A),7518056,Jovee,,Wan Chai,22.25808,114.1902,Private room,160,29,0,,,215,364,0,
34992623,MODERN REFURBISHED STUDIO @ TAI PING SHAN Street,138649185,Sidharth,,Central & Western,22.28534,114.14853,Entire home/apt,,30,0,,,135,364,0,
34992740,1000 sqft Rooftop   Yau Ma Tei Room (Y8H),7518056,Jovee,,Yau Tsim Mong,22.31398,114.17002,Private room,160,29,0,,,215,356,0,
34993336,350 sq.ft LUXURIOUS STUDIO AT TSIM SHA TSUI,138649185,Sidharth,,Yau Tsim Mong,22.29693,114.17232,Entire home/apt,867,30,0,,,135,363,0,
35013661,Quarry Bay Available Room Available  (Q1H),7518056,Jovee,,Wan Chai,22.25782,114.19133,Private room,160,29,0,,,215,363,0,
35020272,Wan Chai Room (Mh3d),97240131,Jov,,Wan Chai,22.27835,114.17923,Private room,160,29,0,,,290,364,0,
35024068,Cheap  Room Available Fortress Hill  (F1C),7518056,Jovee,,Eastern,22.28879,114.1947,Private room,160,29,0,,,215,364,0,
35026505,Quarry Bay  Studio Room available  (Q1cs),7518056,Jovee,,Wan Chai,22.2598,114.19129,Private room,225,29,0,,,215,363,0,
35026781,Convenient Quarry Bay Room Available ( Q1g ),7518056,Jovee,,Wan Chai,22.25769,114.19024,Private room,183,29,0,,,215,363,0,
35042156,City centre - 3 mins to Times Square Causeway Bay,24140342,Stephanie,,Wan Chai,22.27874,114.18343,Private room,888,1,2,2019-07-06,0.03,1,270,0,
35046283,Fortress hill Available Room (F1A),7518056,Jovee,,Wan Chai,22.25958,114.19027,Private room,160,29,0,,,215,364,0,
35046414,Convenient Room Available in Fortress hill ( F4b),7518056,Jovee,,Wan Chai,22.25995,114.19157,Private room,160,29,0,,,215,363,0,
35046508,Fortress Hill Affordable room Available ( F4g),7518056,Jovee,,Wan Chai,22.25959,114.18997,Private room,160,29,0,,,215,363,0,
35110744,Good and Economy Fortress Hill Room (F1E),7518056,Jovee,,Wan Chai,22.25811,114.19191,Private room,160,29,0,,,215,364,0,
35111752,Economy North Point Room (N3A)walk up,7518056,Jovee,,Wan Chai,22.25799,114.19162,Private room,160,29,0,,,215,364,0,
35113171,Convenient Shueng Wan Room 4/walkup (SW4A),7518056,Jovee,,Wan Chai,22.25806,114.1901,Private room,160,29,0,,,215,363,0,
35143975,Economy and Convenient Sheung Wan Room (SW21C),7518056,Jovee,,Wan Chai,22.25791,114.19143,Private room,160,29,0,,,215,363,0,
35145264,Available North Point Studio   (N7cs) move in now,7518056,Jovee,,Wan Chai,22.25986,114.1899,Private room,240,29,0,,,215,363,0,
